Distance function,Image size,Instance class,Instance,Optimal objective function value,Solution time [ms],Count of iterations
OF4,32,WhiteNoise,01-04,65365081,79,8877
OF4,32,WhiteNoise,01-05,54722657,84,9181
OF4,32,WhiteNoise,01-06,46592527,86,9022
OF4,32,WhiteNoise,01-07,50750980,80,8308
OF4,32,WhiteNoise,01-08,50056442,85,8841
OF4,32,WhiteNoise,01-09,63968992,81,9423
OF4,32,WhiteNoise,01-10,53297742,84,8440
OF4,32,WhiteNoise,02-04,62923209,79,8431
OF4,32,WhiteNoise,02-05,54021874,82,8192
OF4,32,WhiteNoise,02-06,52348597,87,9062
OF4,32,WhiteNoise,02-08,48419928,87,7444
OF4,32,WhiteNoise,02-09,54972363,79,8472
OF4,32,WhiteNoise,02-10,54326690,84,8999
OF4,32,WhiteNoise,03-02,54645875,91,9510
OF4,32,WhiteNoise,03-04,64939525,83,8800
OF4,32,WhiteNoise,03-05,55934174,88,7973
OF4,32,WhiteNoise,03-06,46744963,73,8682
OF4,32,WhiteNoise,03-08,57962333,79,8424
OF4,32,WhiteNoise,03-09,57907135,113,9847
OF4,32,WhiteNoise,03-10,48842239,76,7960
OF4,32,WhiteNoise,04-05,51564815,89,8350
OF4,32,WhiteNoise,04-08,63010794,78,9109
OF4,32,WhiteNoise,04-10,72368141,79,8642
OF4,32,WhiteNoise,05-08,56350575,77,8357
OF4,32,WhiteNoise,05-10,57785189,78,8772
OF4,32,WhiteNoise,06-04,57500530,76,8624
OF4,32,WhiteNoise,06-05,50682684,72,7598
OF4,32,WhiteNoise,06-08,51399734,85,7688
OF4,32,WhiteNoise,06-09,58921608,76,8969
OF4,32,WhiteNoise,06-10,49560207,70,7789
OF4,32,WhiteNoise,07-02,52553854,108,10152
OF4,32,WhiteNoise,07-03,54915996,81,9592
OF4,32,WhiteNoise,07-04,72849324,84,8978
OF4,32,WhiteNoise,07-05,53943677,88,9366
OF4,32,WhiteNoise,07-06,55394834,88,9332
OF4,32,WhiteNoise,07-08,53947701,97,8759
OF4,32,WhiteNoise,07-09,64312246,77,8963
OF4,32,WhiteNoise,07-10,55553690,80,8498
OF4,32,WhiteNoise,09-04,55270512,74,8055
OF4,32,WhiteNoise,09-05,51573926,82,8311
OF4,32,WhiteNoise,09-08,60904523,75,7905
OF4,32,WhiteNoise,09-10,63410063,76,7540
OF4,32,WhiteNoise,10-08,58182141,80,9255
OF4,64,CauchyDensity,01-02,5076064114,2691,60702
OF4,64,CauchyDensity,01-03,2411576462,2174,19783
OF4,64,CauchyDensity,01-04,4036995328,2117,70875
OF4,64,CauchyDensity,01-05,4033687643,1967,30636
OF4,64,CauchyDensity,01-06,5109659699,2490,76747
OF4,64,CauchyDensity,01-07,3915930156,1769,25949
OF4,64,CauchyDensity,01-08,4672664893,3640,54639
OF4,64,CauchyDensity,01-09,4429959121,2626,46623
OF4,64,CauchyDensity,01-10,4176719945,2515,31374
OF4,64,CauchyDensity,02-03,4904319399,2164,39102
OF4,64,CauchyDensity,02-04,4609833050,1861,38981
OF4,64,CauchyDensity,02-05,3143753211,1909,33428
OF4,64,CauchyDensity,02-07,4250932424,1904,42925
OF4,64,CauchyDensity,02-10,4669668180,1659,40812
OF4,64,CauchyDensity,03-07,1692434519,1521,23967
OF4,64,CauchyDensity,03-10,2345149560,1463,26772
OF4,64,CauchyDensity,04-03,3396567297,1683,35689
OF4,64,CauchyDensity,04-07,2663958141,1413,29001
OF4,64,CauchyDensity,04-10,2841952732,1267,22663
OF4,64,CauchyDensity,05-03,3295747717,1470,32474
OF4,64,CauchyDensity,05-04,4252586848,1502,25565
OF4,64,CauchyDensity,05-07,2939545792,1355,22464
OF4,64,CauchyDensity,05-10,4059543080,1488,24728
OF4,64,CauchyDensity,06-02,3518129933,1997,59621
OF4,64,CauchyDensity,06-03,4974225195,1416,29798
OF4,64,CauchyDensity,06-04,3026465433,1386,26438
OF4,64,CauchyDensity,06-05,3410699292,1462,29858
OF4,64,CauchyDensity,06-07,4654247833,1174,15382
OF4,64,CauchyDensity,06-08,3616777275,1350,16322
OF4,64,CauchyDensity,06-10,5658787424,1179,14977
OF4,64,CauchyDensity,07-10,1261076515,2121,29989
OF4,64,CauchyDensity,08-02,3100355886,1453,33747
OF4,64,CauchyDensity,08-03,4311648463,1653,37115
OF4,64,CauchyDensity,08-04,4525573098,1580,21240
OF4,64,CauchyDensity,08-05,2393724907,1832,23364
OF4,64,CauchyDensity,08-07,3991327258,1276,19968
OF4,64,CauchyDensity,08-10,4374379605,1326,28269
OF4,64,CauchyDensity,09-02,5286691622,1609,41751
OF4,64,CauchyDensity,09-03,3754174788,1556,23264
OF4,64,CauchyDensity,09-04,3990634658,1502,31365
OF4,64,CauchyDensity,09-05,4516408977,1909,39995
OF4,64,CauchyDensity,09-06,6615333641,1257,21369
OF4,64,CauchyDensity,09-07,2891570083,1229,14456
OF4,64,CauchyDensity,09-08,5327035994,1174,14104
OF4,64,CauchyDensity,09-10,2959573574,1074,8033
OF4,64,ClassicImages,01-02,1402641808,1627,30936
OF4,64,ClassicImages,01-03,1496164632,2331,44021
OF4,64,ClassicImages,01-04,1178959927,2144,32408
OF4,64,ClassicImages,01-05,1378190282,2317,37133
OF4,64,ClassicImages,01-06,2050316813,1380,25279
OF4,64,ClassicImages,01-07,1700962608,2122,43543
OF4,64,ClassicImages,01-08,1380809008,1526,28651
OF4,64,ClassicImages,01-09,2591564616,2041,41637
OF4,64,ClassicImages,01-10,2129876213,1602,34507
OF4,64,ClassicImages,02-03,1168721437,1705,32261
OF4,64,ClassicImages,02-04,632817512,2081,47991
OF4,64,ClassicImages,02-05,653237143,1772,45009
OF4,64,ClassicImages,02-07,728869466,5023,50460
OF4,64,ClassicImages,02-10,1265395705,2249,34033
OF4,64,ClassicImages,03-07,1466221245,1819,42268
OF4,64,ClassicImages,03-10,1844172503,1549,29904
OF4,64,ClassicImages,04-03,954721481,1798,34696
OF4,64,ClassicImages,04-07,1080334135,2210,44663
OF4,64,ClassicImages,04-10,1672163746,2048,30920
OF4,64,ClassicImages,05-03,1154370969,1562,28804
OF4,64,ClassicImages,05-04,807943202,2122,35743
OF4,64,ClassicImages,05-07,758883444,2512,37717
OF4,64,ClassicImages,05-10,1607147779,1524,30874
OF4,64,ClassicImages,06-02,774383219,1650,35960
OF4,64,ClassicImages,06-03,1254297548,1801,37856
OF4,64,ClassicImages,06-04,1211877060,1815,37336
OF4,64,ClassicImages,06-05,1035568637,1623,37021
OF4,64,ClassicImages,06-07,981107359,1778,42744
OF4,64,ClassicImages,06-08,1069799553,1709,40375
OF4,64,ClassicImages,06-10,1229164001,1659,32540
OF4,64,ClassicImages,07-10,1379641554,1506,35909
OF4,64,ClassicImages,08-02,836062287,2481,37734
OF4,64,ClassicImages,08-03,1169865343,2009,38259
OF4,64,ClassicImages,08-04,796288684,2895,42230
OF4,64,ClassicImages,08-05,992287931,2450,45132
OF4,64,ClassicImages,08-07,1087638737,1915,43567
OF4,64,ClassicImages,08-10,1353187399,2087,36627
OF4,64,ClassicImages,09-02,1930149399,1360,22702
OF4,64,ClassicImages,09-03,2337309207,2824,43899
OF4,64,ClassicImages,09-04,2230750153,1476,26572
OF4,64,ClassicImages,09-05,1876874387,1467,25106
OF4,64,ClassicImages,09-06,1605095518,1496,30164
OF4,64,ClassicImages,09-07,1724077375,2129,34718
OF4,64,ClassicImages,09-08,2562190115,1319,21671
OF4,64,ClassicImages,09-10,2614335580,1472,31272
OF4,64,GRFmoderate,01-02,1507986266,2275,29383
OF4,64,GRFmoderate,01-03,1078973876,1712,33452
OF4,64,GRFmoderate,01-04,1268747201,1587,37848
OF4,64,GRFmoderate,01-05,1559316877,1521,22893
OF4,64,GRFmoderate,01-06,2136973292,1440,22711
OF4,64,GRFmoderate,01-07,1452423125,2108,29331
OF4,64,GRFmoderate,01-08,1758601354,1492,25196
OF4,64,GRFmoderate,01-09,1424458507,1603,34740
OF4,64,GRFmoderate,01-10,1621826118,1653,46291
OF4,64,GRFmoderate,02-03,1414563783,2283,40507
OF4,64,GRFmoderate,02-04,2203122458,1526,33805
OF4,64,GRFmoderate,02-05,1844091193,2543,35040
OF4,64,GRFmoderate,02-07,1694367797,2153,35822
OF4,64,GRFmoderate,02-10,2669429490,1435,30135
OF4,64,GRFmoderate,03-07,1299362195,1591,38297
OF4,64,GRFmoderate,03-10,2128579957,1351,29542
OF4,64,GRFmoderate,04-03,1750776193,1386,23883
OF4,64,GRFmoderate,04-07,1466402664,1433,27520
OF4,64,GRFmoderate,04-10,1084949030,1691,36976
OF4,64,GRFmoderate,05-03,1162811491,1891,31823
OF4,64,GRFmoderate,05-04,1909829884,1530,31536
OF4,64,GRFmoderate,05-07,1036762954,3862,44509
OF4,64,GRFmoderate,05-10,1779056604,1443,36761
OF4,64,GRFmoderate,06-02,2160960689,1696,34829
OF4,64,GRFmoderate,06-03,1520615602,1502,30793
OF4,64,GRFmoderate,06-04,2309624437,1293,22351
OF4,64,GRFmoderate,06-05,803003806,1880,32082
OF4,64,GRFmoderate,06-07,1375340908,3169,40350
OF4,64,GRFmoderate,06-08,1355877066,1436,26204
OF4,64,GRFmoderate,06-10,1830170965,1768,38606
OF4,64,GRFmoderate,07-10,1339269661,1614,42347
OF4,64,GRFmoderate,08-02,1736991774,1480,27610
OF4,64,GRFmoderate,08-03,1141731329,1954,39912
OF4,64,GRFmoderate,08-04,1999657124,1885,43887
OF4,64,GRFmoderate,08-05,1174611435,1841,39360
OF4,64,GRFmoderate,08-07,1232702656,1575,31721
OF4,64,GRFmoderate,08-10,2366773088,1424,29247
OF4,64,GRFmoderate,09-02,1998243109,1852,23916
OF4,64,GRFmoderate,09-03,1501927864,1531,27693
OF4,64,GRFmoderate,09-04,1148494715,1570,38317
OF4,64,GRFmoderate,09-05,1163523838,2424,28191
OF4,64,GRFmoderate,09-06,1342038482,3648,33663
OF4,64,GRFmoderate,09-07,817565486,1897,28195
OF4,64,GRFmoderate,09-08,1692729654,1231,16175
OF4,64,GRFmoderate,09-10,943032317,1769,43209
OF4,64,GRFrough,01-02,382500238,2598,37692
OF4,64,GRFrough,01-03,552821680,2669,43347
OF4,64,GRFrough,01-04,630631826,1617,43672
OF4,64,GRFrough,01-05,386310551,3270,51216
OF4,64,GRFrough,01-06,415711933,3154,50451
OF4,64,GRFrough,01-07,586972888,1664,36995
OF4,64,GRFrough,01-08,379005060,2638,50125
OF4,64,GRFrough,01-09,407681987,2461,45387
OF4,64,GRFrough,01-10,447825173,5904,179706
OF4,64,GRFrough,02-03,460453555,1862,44123
OF4,64,GRFrough,02-04,568647914,2199,46803
OF4,64,GRFrough,02-05,472320858,2049,47497
OF4,64,GRFrough,02-07,432066409,1774,43952
OF4,64,GRFrough,02-10,595452814,3799,136742
OF4,64,GRFrough,03-07,390722700,4296,41570
OF4,64,GRFrough,03-10,614985066,4391,149658
OF4,64,GRFrough,04-03,505754316,1612,33058
OF4,64,GRFrough,04-07,467990223,1618,36021
OF4,64,GRFrough,04-10,636534420,3396,130352
OF4,64,GRFrough,05-03,579855768,2474,37526
OF4,64,GRFrough,05-04,619099809,2027,36288
OF4,64,GRFrough,05-07,631667883,1877,32380
OF4,64,GRFrough,05-10,389335710,5084,156174
OF4,64,GRFrough,06-02,502840992,2429,33504
OF4,64,GRFrough,06-03,597529933,2123,39630
OF4,64,GRFrough,06-04,628672872,1631,38028
OF4,64,GRFrough,06-05,322073244,2775,41230
OF4,64,GRFrough,06-07,746418509,1676,30465
OF4,64,GRFrough,06-08,500307676,2466,38920
OF4,64,GRFrough,06-10,345804971,5971,172582
OF4,64,GRFrough,07-10,653043007,3685,136675
OF4,64,GRFrough,08-02,553777142,1568,33044
OF4,64,GRFrough,08-03,638812857,2115,36804
OF4,64,GRFrough,08-04,625033311,1632,36087
OF4,64,GRFrough,08-05,435200786,2167,47286
OF4,64,GRFrough,08-07,588796264,2035,33762
OF4,64,GRFrough,08-10,447001705,5608,169300
OF4,64,GRFrough,09-02,449951104,2398,39013
OF4,64,GRFrough,09-03,625732739,1998,37565
OF4,64,GRFrough,09-04,638011787,1927,37185
OF4,64,GRFrough,09-05,263657888,2113,43375
OF4,64,GRFrough,09-06,321374890,2529,50444
OF4,64,GRFrough,09-07,671949804,1598,34000
OF4,64,GRFrough,09-08,455922680,2725,43416
OF4,64,GRFrough,09-10,395119750,5587,168918
OF4,64,GRFsmooth,01-02,3985928343,1379,29945
OF4,64,GRFsmooth,01-03,1590774080,1562,28712
OF4,64,GRFsmooth,01-04,4040553340,1391,27526
OF4,64,GRFsmooth,01-05,3977575437,1508,23908
OF4,64,GRFsmooth,01-06,1681325087,1652,41353
OF4,64,GRFsmooth,01-07,2192614025,1537,30411
OF4,64,GRFsmooth,01-08,2493646426,1644,33071
OF4,64,GRFsmooth,01-09,1791401129,1851,29859
OF4,64,GRFsmooth,01-10,3526564056,1363,18744
OF4,64,GRFsmooth,02-03,3206905866,1511,33684
OF4,64,GRFsmooth,02-04,2406279602,1754,30037
OF4,64,GRFsmooth,02-05,3317573241,1753,32971
OF4,64,GRFsmooth,02-07,4998618370,1512,28150
OF4,64,GRFsmooth,02-10,3408102301,1314,22202
OF4,64,GRFsmooth,03-07,2786667461,1489,30978
OF4,64,GRFsmooth,03-10,2668090958,1984,36142
OF4,64,GRFsmooth,04-03,3367602253,1598,29142
OF4,64,GRFsmooth,04-07,5095191132,1270,23151
OF4,64,GRFsmooth,04-10,3514980496,1534,30991
OF4,64,GRFsmooth,05-03,3652875983,1293,23266
OF4,64,GRFsmooth,05-04,2715552062,1310,24444
OF4,64,GRFsmooth,05-07,2949880511,1726,29570
OF4,64,GRFsmooth,05-10,2172178393,3299,39376
OF4,64,GRFsmooth,06-02,3502184494,1273,19467
OF4,64,GRFsmooth,06-03,1953521521,1877,27423
OF4,64,GRFsmooth,06-04,3579113357,1298,25809
OF4,64,GRFsmooth,06-05,3146345385,1497,35153
OF4,64,GRFsmooth,06-07,1882264922,2104,36901
OF4,64,GRFsmooth,06-08,1863073647,1717,30021
OF4,64,GRFsmooth,06-10,2546835602,1409,22893
OF4,64,GRFsmooth,07-10,2021249316,1441,35184
OF4,64,GRFsmooth,08-02,3590955417,1336,22556
OF4,64,GRFsmooth,08-03,1454494780,1652,24023
OF4,64,GRFsmooth,08-04,3783095006,3337,40543
OF4,64,GRFsmooth,08-05,3839108228,1988,31509
OF4,64,GRFsmooth,08-07,2765283184,1512,31957
OF4,64,GRFsmooth,08-10,2041857998,1783,32939
OF4,64,GRFsmooth,09-02,3433274724,1372,25147
OF4,64,GRFsmooth,09-03,1094270959,1610,21117
OF4,64,GRFsmooth,09-04,3584935484,1625,35561
OF4,64,GRFsmooth,09-05,4056096831,1843,32714
OF4,64,GRFsmooth,09-06,1810738411,1562,39489
OF4,64,GRFsmooth,09-07,3109613521,1486,32520
OF4,64,GRFsmooth,09-08,1748171246,1869,35309
OF4,64,GRFsmooth,09-10,3028570471,1356,20814
OF4,64,LogGRF,01-02,4307523537,2271,40701
OF4,64,LogGRF,01-03,4534117948,1659,41065
OF4,64,LogGRF,01-04,5727589096,1548,40254
OF4,64,LogGRF,01-05,4848571816,1637,38414
OF4,64,LogGRF,01-06,4854172837,1707,43776
OF4,64,LogGRF,01-07,2831950621,2047,48321
OF4,64,LogGRF,01-08,3023363939,1647,40882
OF4,64,LogGRF,01-09,4448966107,3406,55033
OF4,64,LogGRF,01-10,4218707725,1852,43480
OF4,64,LogGRF,02-03,4845768064,1589,36385
OF4,64,LogGRF,02-04,7087108499,1501,34493
OF4,64,LogGRF,02-05,5828071710,1637,48474
OF4,64,LogGRF,02-07,3625088371,1680,37560
OF4,64,LogGRF,02-10,5533566558,2448,51509
OF4,64,LogGRF,03-07,2437527580,1642,39445
OF4,64,LogGRF,03-10,2329384361,3016,41883
OF4,64,LogGRF,04-03,4357249903,1922,46361
OF4,64,LogGRF,04-07,4853745863,1712,35626
OF4,64,LogGRF,04-10,5143269892,1850,46696
OF4,64,LogGRF,05-03,2872198987,2690,53689
OF4,64,LogGRF,05-04,2946262115,2582,51579
OF4,64,LogGRF,05-07,3435706499,2249,43518
OF4,64,LogGRF,05-10,3277758926,2129,47085
OF4,64,LogGRF,06-02,5295897191,1573,34351
OF4,64,LogGRF,06-03,1757933971,1825,43410
OF4,64,LogGRF,06-04,3262687970,2691,50690
OF4,64,LogGRF,06-05,2096040176,2288,54387
OF4,64,LogGRF,06-07,2792735334,1474,31864
OF4,64,LogGRF,06-08,2564906123,2706,42254
OF4,64,LogGRF,06-10,2470359663,2491,45065
OF4,64,LogGRF,07-10,3241868467,2152,46884
OF4,64,LogGRF,08-02,5922545778,1775,37604
OF4,64,LogGRF,08-03,3270023031,2080,45258
OF4,64,LogGRF,08-04,3702611666,1774,50441
OF4,64,LogGRF,08-05,2897197693,1946,62174
OF4,64,LogGRF,08-07,3226089064,1746,42631
OF4,64,LogGRF,08-10,3511864596,1572,41547
OF4,64,LogGRF,09-02,3541242887,1512,35594
OF4,64,LogGRF,09-03,3057742990,4056,52782
OF4,64,LogGRF,09-04,5283345027,1509,33360
OF4,64,LogGRF,09-05,4278280328,1773,42241
OF4,64,LogGRF,09-06,3099864747,2116,42502
OF4,64,LogGRF,09-07,2898148260,3656,57239
OF4,64,LogGRF,09-08,4617403852,2123,40492
OF4,64,LogGRF,09-10,4573992864,2708,42804
OF4,64,LogitGRF,01-02,1518347984,2395,48655
OF4,64,LogitGRF,01-03,2657765139,2272,47829
OF4,64,LogitGRF,01-04,3140252343,1606,36041
OF4,64,LogitGRF,01-05,1468536619,2666,46305
OF4,64,LogitGRF,01-06,1596973601,2690,46843
OF4,64,LogitGRF,01-07,3699254066,1777,47721
OF4,64,LogitGRF,01-08,1980420468,2399,45632
OF4,64,LogitGRF,01-09,2021390572,2236,45286
OF4,64,LogitGRF,01-10,2593031836,1718,42356
OF4,64,LogitGRF,02-03,2717164281,1708,42752
OF4,64,LogitGRF,02-04,2844251840,1488,36776
OF4,64,LogitGRF,02-05,1925002278,2067,40171
OF4,64,LogitGRF,02-07,3453739046,1951,43606
OF4,64,LogitGRF,02-10,2563169931,1863,37860
OF4,64,LogitGRF,03-07,1782699114,3156,52880
OF4,64,LogitGRF,03-10,1132528112,3006,40618
OF4,64,LogitGRF,04-03,1986148775,4583,64688
OF4,64,LogitGRF,04-07,1955616468,1809,48466
OF4,64,LogitGRF,04-10,1270187612,2027,53807
OF4,64,LogitGRF,05-03,2465195903,2264,53039
OF4,64,LogitGRF,05-04,2437789811,2966,53138
OF4,64,LogitGRF,05-07,3001850528,1720,48940
OF4,64,LogitGRF,05-10,2075524230,1842,43877
OF4,64,LogitGRF,06-02,1733047197,1995,51904
OF4,64,LogitGRF,06-03,2706484876,1997,53674
OF4,64,LogitGRF,06-04,3010793702,1798,38314
OF4,64,LogitGRF,06-05,1687021517,2303,49793
OF4,64,LogitGRF,06-07,3473686899,1930,47217
OF4,64,LogitGRF,06-08,1965280525,2233,44161
OF4,64,LogitGRF,06-10,2404635024,1912,43222
OF4,64,LogitGRF,07-10,1621237701,1597,34059
OF4,64,LogitGRF,08-02,2177928226,2380,55383
OF4,64,LogitGRF,08-03,3113805704,1809,46999
OF4,64,LogitGRF,08-04,2114415784,1816,45365
OF4,64,LogitGRF,08-05,1663214512,2785,53638
OF4,64,LogitGRF,08-07,3406596892,1693,40953
OF4,64,LogitGRF,08-10,2353891876,2544,49183
OF4,64,LogitGRF,09-02,2159049040,1964,50269
OF4,64,LogitGRF,09-03,1521175906,2220,56740
OF4,64,LogitGRF,09-04,1597297023,1650,42472
OF4,64,LogitGRF,09-05,1676188725,2090,45593
OF4,64,LogitGRF,09-06,2206257489,2683,49821
OF4,64,LogitGRF,09-07,2096903370,1908,51507
OF4,64,LogitGRF,09-08,2100432880,1968,35038
OF4,64,LogitGRF,09-10,1171909811,2457,45071
OF4,64,MicroscopyImages,01-02,1733645127,156,14783
OF4,64,MicroscopyImages,01-03,2757171967,67,8696
OF4,64,MicroscopyImages,01-04,2757431011,148,13373
OF4,64,MicroscopyImages,01-05,5703247133,62,8932
OF4,64,MicroscopyImages,01-06,4948822092,117,12591
OF4,64,MicroscopyImages,01-07,2595871882,119,12253
OF4,64,MicroscopyImages,01-08,2988776246,213,17707
OF4,64,MicroscopyImages,01-09,7506608616,92,11835
OF4,64,MicroscopyImages,01-10,6049385483,203,17788
OF4,64,MicroscopyImages,02-03,1917785595,169,14343
OF4,64,MicroscopyImages,02-04,2486516961,399,24295
OF4,64,MicroscopyImages,02-05,4477437193,159,13794
OF4,64,MicroscopyImages,02-07,2087193819,293,20997
OF4,64,MicroscopyImages,02-10,4821780719,450,26551
OF4,64,MicroscopyImages,03-07,1868829172,143,14305
OF4,64,MicroscopyImages,03-10,3668944174,233,18249
OF4,64,MicroscopyImages,04-03,1911679888,197,17121
OF4,64,MicroscopyImages,04-07,2853647749,265,18892
OF4,64,MicroscopyImages,04-10,3542022176,445,24202
OF4,64,MicroscopyImages,05-03,3191637276,82,10074
OF4,64,MicroscopyImages,05-04,3228858910,178,14374
OF4,64,MicroscopyImages,05-07,4107903056,119,12006
OF4,64,MicroscopyImages,05-10,2203521999,227,19500
OF4,64,MicroscopyImages,06-02,4394463422,283,19327
OF4,64,MicroscopyImages,06-03,3799080165,125,13027
OF4,64,MicroscopyImages,06-04,2808335812,302,19037
OF4,64,MicroscopyImages,06-05,2221785135,140,13914
OF4,64,MicroscopyImages,06-07,4364623140,210,17809
OF4,64,MicroscopyImages,06-08,4866224296,391,22838
OF4,64,MicroscopyImages,06-10,2102746436,363,22001
OF4,64,MicroscopyImages,07-10,4465894893,356,23625
OF4,64,MicroscopyImages,08-02,2303466271,441,22694
OF4,64,MicroscopyImages,08-03,1956650836,255,19971
OF4,64,MicroscopyImages,08-04,3509714278,462,21725
OF4,64,MicroscopyImages,08-05,3753269225,211,16333
OF4,64,MicroscopyImages,08-07,1260501673,394,25200
OF4,64,MicroscopyImages,08-10,4394372431,526,24434
OF4,64,MicroscopyImages,09-02,6250857641,201,14317
OF4,64,MicroscopyImages,09-03,5003688310,89,10633
OF4,64,MicroscopyImages,09-04,4958714226,224,15693
OF4,64,MicroscopyImages,09-05,3199153190,87,9902
OF4,64,MicroscopyImages,09-06,3445981708,161,14430
OF4,64,MicroscopyImages,09-07,5763254134,139,13179
OF4,64,MicroscopyImages,09-08,5011677149,238,15067
OF4,64,MicroscopyImages,09-10,1672023866,301,21026
OF4,64,Shapes,01-02,3278080000,376,16396
OF4,64,Shapes,01-03,654400000,612,42656
OF4,64,Shapes,01-04,2054445587,557,21351
OF4,64,Shapes,01-05,1875530339,450,18966
OF4,64,Shapes,01-06,4371200000,472,27011
OF4,64,Shapes,01-07,3270559902,779,29998
OF4,64,Shapes,01-08,2278157737,329,19456
OF4,64,Shapes,01-09,1493600000,631,39400
OF4,64,Shapes,01-10,966932009,685,27090
OF4,64,Shapes,02-03,3292160000,183,11113
OF4,64,Shapes,02-04,1224658413,189,9071
OF4,64,Shapes,02-05,4195408844,192,13757
OF4,64,Shapes,02-07,3254290741,275,17914
OF4,64,Shapes,02-10,3656388946,208,12859
OF4,64,Shapes,03-07,3309460750,373,22641
OF4,64,Shapes,03-10,1164576747,305,19041
OF4,64,Shapes,04-03,2179676369,332,18753
OF4,64,Shapes,04-07,3156823219,397,20409
OF4,64,Shapes,04-10,2436135155,344,20599
OF4,64,Shapes,05-03,1947073068,242,14720
OF4,64,Shapes,05-04,2971774431,261,12878
OF4,64,Shapes,05-07,3535802246,347,21473
OF4,64,Shapes,05-10,1911451410,333,15749
OF4,64,Shapes,06-02,4549120000,242,17986
OF4,64,Shapes,06-03,4388000000,302,19267
OF4,64,Shapes,06-04,4389957854,349,20969
OF4,64,Shapes,06-05,4404159756,275,21178
OF4,64,Shapes,06-07,7540997157,400,29120
OF4,64,Shapes,06-08,4491116348,181,15740
OF4,64,Shapes,06-10,4386621352,317,21407
OF4,64,Shapes,07-10,3458630719,366,19591
OF4,64,Shapes,08-02,1618063033,134,9611
OF4,64,Shapes,08-03,2353218309,174,13294
OF4,64,Shapes,08-04,1002862764,204,11631
OF4,64,Shapes,08-05,2715276818,145,9274
OF4,64,Shapes,08-07,3210469162,235,17687
OF4,64,Shapes,08-10,2742487890,221,15103
OF4,64,Shapes,09-02,3401248000,254,17664
OF4,64,Shapes,09-03,1666400000,397,31905
OF4,64,Shapes,09-04,2785617477,336,17379
OF4,64,Shapes,09-05,2454622735,325,21836
OF4,64,Shapes,09-06,4410200000,346,18521
OF4,64,Shapes,09-07,3560132975,387,23454
OF4,64,Shapes,09-08,2871274611,189,14580
OF4,64,Shapes,09-10,1910043222,313,17399
OF4,64,WhiteNoise,01-02,215578689,3509,51584
OF4,64,WhiteNoise,01-03,217610828,2534,49183
OF4,64,WhiteNoise,01-04,239225422,2345,50512
OF4,64,WhiteNoise,01-05,242516595,2349,46403
OF4,64,WhiteNoise,01-06,226655938,3400,53394
OF4,64,WhiteNoise,01-07,308896950,2096,46204
OF4,64,WhiteNoise,01-08,273783728,2057,46579
OF4,64,WhiteNoise,01-09,257288816,1911,46756
OF4,64,WhiteNoise,01-10,265928936,2747,44479
