Distance function,Image size,Instance class,Instance,Optimal objective function value,Solution time [ms],IIO time [ms],Matryoshka time [ms],IIO step 2 basis changes,IIO iterations
OF4,128,MicroscopyImages,09-07,45607914819,1057,725,332,8053,216
OF4,128,MicroscopyImages,09-08,43625096463,2719,2009,710,10304,481
OF4,128,MicroscopyImages,09-10,13744051386,3482,2652,830,16347,853
OF4,128,MicroscopyImages,10-06,34686954313,4993,3758,1235,17850,291
OF4,128,Shapes,01-06,34956800000,1500,1187,313,38700,72
OF4,128,Shapes,01-10,7816381810,3061,2444,617,29469,221
OF4,128,Shapes,02-01,26216960000,2061,1663,398,15534,93
OF4,128,Shapes,02-04,9798428980,1473,935,538,12032,65
OF4,128,Shapes,02-06,36382720000,992,488,504,6560,115
OF4,128,Shapes,02-10,29263002790,1376,963,413,9916,87
OF4,128,Shapes,03-01,5163200000,2641,2126,515,49552,136
OF4,128,Shapes,03-02,26318848000,1394,1159,235,11570,242
OF4,128,Shapes,03-04,17427277830,1688,1392,296,16923,265
OF4,128,Shapes,03-06,35093200000,538,323,215,37931,41
OF4,128,Shapes,03-07,26276633885,1515,1159,356,12685,302
OF4,128,Shapes,03-08,18774370065,1298,1024,274,15761,188
OF4,128,Shapes,03-09,13372800000,1425,1182,243,33660,105
OF4,128,Shapes,03-10,9307642099,1970,1752,218,16873,379
OF4,128,Shapes,04-01,16430543844,3406,2787,619,27979,125
OF4,128,Shapes,04-06,35112275423,797,494,303,7500,46
OF4,128,Shapes,04-10,19520531082,1425,1021,404,14113,106
OF4,128,Shapes,05-01,14933094500,2776,2404,372,26549,348
OF4,128,Shapes,05-02,33463705540,1096,804,292,7822,134
OF4,128,Shapes,05-03,15492503204,1693,1462,231,14588,302
OF4,128,Shapes,05-04,23677289384,1590,1272,318,11235,275
OF4,128,Shapes,05-06,35202736680,989,492,497,7597,46
OF4,128,Shapes,05-07,28119869448,1453,1176,277,14141,258
OF4,128,Shapes,05-08,21545101331,960,572,388,10663,71
OF4,128,Shapes,05-09,19574726202,2502,2176,326,17137,491
OF4,128,Shapes,05-10,15265079856,1852,1509,343,15856,284
OF4,128,Shapes,07-01,25956307978,1899,1579,320,16064,178
OF4,128,Shapes,07-02,25840746202,949,663,286,11461,64
OF4,128,Shapes,07-04,25065985271,1262,995,267,10803,61
OF4,128,Shapes,07-06,60128857753,869,361,508,4435,69
OF4,128,Shapes,07-10,27523899623,2016,1423,593,12606,229
OF4,128,Shapes,08-01,18189958675,2961,2424,537,23457,153
OF4,128,Shapes,08-02,13012951666,724,458,266,8840,90
OF4,128,Shapes,08-04,8047861267,2516,2228,288,18752,385
OF4,128,Shapes,08-06,35912803840,760,507,253,7520,161
OF4,128,Shapes,08-07,25473048331,863,602,261,10859,141
OF4,128,Shapes,08-10,21934375862,2829,2391,438,17518,334
OF4,128,Shapes,09-01,11778400000,4733,4275,458,71031,226
OF4,128,Shapes,09-02,27191472000,3471,2863,608,19797,680
OF4,128,Shapes,09-04,22295218305,2998,2261,737,15337,394
OF4,128,Shapes,09-06,35258400000,1308,1056,252,38023,215
OF4,128,Shapes,09-07,28240820210,1965,1671,294,14527,344
OF4,128,Shapes,09-08,22921218790,2354,2038,316,17261,661
OF4,128,Shapes,09-10,15280287767,3036,2459,577,14247,590
OF4,128,Shapes,10-06,35088701052,836,516,320,9081,53
OF4,128,WhiteNoise,01-06,1069694545,10595,9816,779,44805,752
OF4,128,WhiteNoise,01-10,912242699,9595,8940,655,42492,703
OF4,128,WhiteNoise,02-01,944377109,9949,8646,1303,42847,542
OF4,128,WhiteNoise,02-04,1027797046,14965,14096,869,43387,762
OF4,128,WhiteNoise,02-06,1212788600,14671,13879,792,47430,1055
OF4,128,WhiteNoise,02-10,1036934626,14428,13661,767,43854,741
OF4,128,WhiteNoise,03-01,977010699,8047,7506,541,45847,869
OF4,128,WhiteNoise,03-02,1017706461,10128,9650,478,45068,862
OF4,128,WhiteNoise,03-04,1049539891,9256,8433,823,44624,633
OF4,128,WhiteNoise,03-06,892810929,10487,9905,582,42355,798
OF4,128,WhiteNoise,03-07,988689528,8894,8183,711,44207,684
OF4,128,WhiteNoise,03-08,980389273,11814,11143,671,42953,748
OF4,128,WhiteNoise,03-09,1054680563,14039,13442,597,45021,778
OF4,128,WhiteNoise,03-10,998546410,15223,14700,523,44009,918
OF4,128,WhiteNoise,04-01,873861780,14791,13845,946,42140,899
OF4,128,WhiteNoise,04-06,1094025322,11017,10200,817,45115,762
OF4,128,WhiteNoise,04-10,924210752,12375,11486,889,43406,943
OF4,128,WhiteNoise,05-01,944158875,6923,6388,535,44190,827
OF4,128,WhiteNoise,05-02,1163357619,8082,7562,520,44848,860
OF4,128,WhiteNoise,05-03,1027443240,8629,7984,645,44730,731
OF4,128,WhiteNoise,05-04,972394502,5458,4994,464,43397,709
OF4,128,WhiteNoise,05-06,1007551663,12085,11073,1012,43913,638
OF4,128,WhiteNoise,05-07,950730947,7343,6827,516,43537,738
OF4,128,WhiteNoise,05-08,1069766311,6787,6302,485,45583,718
OF4,128,WhiteNoise,05-09,915777101,9763,9025,738,43518,756
OF4,128,WhiteNoise,05-10,978186118,7050,6559,491,43700,717
OF4,128,WhiteNoise,07-01,921642564,11579,10801,778,42985,698
OF4,128,WhiteNoise,07-02,1119063302,14728,13516,1212,46418,1164
OF4,128,WhiteNoise,07-04,926256033,10430,9795,635,43125,832
OF4,128,WhiteNoise,07-06,1014842764,14249,13029,1220,43813,609
OF4,128,WhiteNoise,07-10,953667303,8740,7901,839,43409,645
OF4,128,WhiteNoise,08-01,1168796976,10362,9507,855,45456,688
OF4,128,WhiteNoise,08-02,1208351118,9833,8924,909,45579,865
OF4,128,WhiteNoise,08-04,1130949235,13403,12571,832,46272,1258
OF4,128,WhiteNoise,08-06,1066587743,11303,10516,787,44150,698
OF4,128,WhiteNoise,08-07,1038869945,10485,9639,846,44713,715
OF4,128,WhiteNoise,08-10,1043921236,10386,9522,864,44587,883
OF4,128,WhiteNoise,09-01,898444662,13400,12324,1076,43378,805
OF4,128,WhiteNoise,09-02,984451089,9467,8462,1005,43049,581
OF4,128,WhiteNoise,09-04,904161963,8104,7359,745,42088,574
OF4,128,WhiteNoise,09-06,1140150643,14410,13604,806,45664,539
OF4,128,WhiteNoise,09-07,1000404222,11965,11353,612,43850,716
OF4,128,WhiteNoise,09-08,1096512571,9453,8617,836,44816,597
OF4,128,WhiteNoise,09-10,902053326,6572,5913,659,42508,560
OF4,128,WhiteNoise,10-06,1063715930,12527,11798,729,43512,668
OF4,256,CauchyDensity,01-03,637011811682,38627,28232,10395,43003,494
OF4,256,CauchyDensity,01-04,607876209332,66984,55842,11142,36186,955
OF4,256,CauchyDensity,01-06,594442979127,53705,39317,14388,37900,411
OF4,256,CauchyDensity,01-08,377168141820,69858,50729,19129,56239,454
OF4,256,CauchyDensity,01-09,481074553334,52787,42413,10374,40300,628
OF4,256,CauchyDensity,02-01,474765432022,27819,17269,10550,37118,464
OF4,256,CauchyDensity,02-03,498098812598,44272,33362,10910,26831,52
OF4,256,CauchyDensity,02-04,178641655634,39399,27952,11447,58541,132
OF4,256,CauchyDensity,02-05,323901417853,45720,35210,10510,37816,51
OF4,256,CauchyDensity,02-06,591785269902,399760,381821,17939,28849,252
OF4,256,CauchyDensity,02-07,626772613990,41694,32471,9223,18812,34
OF4,256,CauchyDensity,02-08,435649603002,141430,119961,21469,42744,2817
OF4,256,CauchyDensity,02-09,254678387081,143661,127210,16451,62662,1889
OF4,256,CauchyDensity,02-10,359321136139,125585,110164,15421,59059,295
OF4,256,CauchyDensity,03-04,472528084953,41120,32747,8373,30236,36
OF4,256,CauchyDensity,03-06,243366332345,65977,55550,10427,64041,1352
OF4,256,CauchyDensity,03-08,313402607818,36645,28328,8317,49727,246
OF4,256,CauchyDensity,03-09,334980143437,57206,48298,8908,51447,484
OF4,256,CauchyDensity,04-08,408369696238,39370,28217,11153,33654,53
OF4,256,CauchyDensity,05-01,474999953853,49388,41719,7669,45394,1424
OF4,256,CauchyDensity,05-03,240238689038,34834,25021,9813,60845,355
OF4,256,CauchyDensity,05-04,298330608858,46103,35813,10290,39953,58
OF4,256,CauchyDensity,05-06,284959384004,79636,66399,13237,46878,91
OF4,256,CauchyDensity,05-08,148168115746,42806,30904,11902,85596,226
OF4,256,CauchyDensity,05-09,119282780265,129794,109269,20525,108732,1610
OF4,256,CauchyDensity,05-10,178400979663,41726,25190,16536,69004,116
OF4,256,CauchyDensity,06-04,565093168579,39483,29524,9959,19406,39
OF4,256,CauchyDensity,06-08,226385435771,17164,7865,9299,62936,62
OF4,256,CauchyDensity,07-01,507104948825,58716,48400,10316,70562,508
OF4,256,CauchyDensity,07-03,174401830086,98691,88632,10059,81162,1049
OF4,256,CauchyDensity,07-04,601201864726,39219,31722,7497,16930,33
OF4,256,CauchyDensity,07-05,302871255868,43560,34899,8661,41255,48
OF4,256,CauchyDensity,07-06,137079295593,55580,46102,9478,74663,1227
OF4,256,CauchyDensity,07-08,211964262650,44772,35958,8814,72586,58
OF4,256,CauchyDensity,07-09,399479881350,58961,44975,13986,29247,42
OF4,256,CauchyDensity,07-10,282278589591,45122,36248,8874,51035,63
OF4,256,CauchyDensity,09-04,201728280915,47861,37383,10478,61661,97
OF4,256,CauchyDensity,09-06,363371185203,49404,33190,16214,37990,46
OF4,256,CauchyDensity,09-08,206647712862,45470,35073,10397,63623,70
OF4,256,CauchyDensity,10-01,632158355410,52514,44216,8298,35162,1830
OF4,256,CauchyDensity,10-03,218195207729,47019,31318,15701,70947,280
OF4,256,CauchyDensity,10-04,318923275135,50974,35011,15963,33546,44
OF4,256,CauchyDensity,10-06,246342999016,46351,35310,11041,50899,64
OF4,256,CauchyDensity,10-08,262546279566,13326,6173,7153,42735,52
OF4,256,CauchyDensity,10-09,162584350939,19756,11626,8130,89768,65
OF4,256,ClassicImages,01-03,95810207719,148921,125096,23825,135234,744
OF4,256,ClassicImages,01-04,75487732693,165790,153615,12175,125414,1217
OF4,256,ClassicImages,01-06,131242924267,29837,21208,8629,89588,105
OF4,256,ClassicImages,01-08,88396878973,43202,32633,10569,104067,302
OF4,256,ClassicImages,01-09,165898925694,153709,141932,11777,83850,1716
OF4,256,ClassicImages,02-01,89788743512,145278,126822,18456,107884,448
OF4,256,ClassicImages,02-03,74830362178,150182,136267,13915,131854,3359
OF4,256,ClassicImages,02-04,40531631376,162781,147436,15345,138860,1391
OF4,256,ClassicImages,02-05,41824303297,78711,67044,11667,123249,560
OF4,256,ClassicImages,02-06,49581828946,116235,95649,20586,118125,813
OF4,256,ClassicImages,02-07,46699754343,114988,98061,16927,132513,1142
OF4,256,ClassicImages,02-08,53539669763,123620,106268,17352,125874,1136
OF4,256,ClassicImages,02-09,123553875633,90585,71127,19458,74715,140
OF4,256,ClassicImages,02-10,81045899960,90254,76545,13709,111567,676
OF4,256,ClassicImages,03-04,61127385347,144085,130953,13132,127370,1793
OF4,256,ClassicImages,03-06,80301043258,86025,73658,12367,118355,1134
OF4,256,ClassicImages,03-08,74909397927,132126,115230,16896,117401,1217
OF4,256,ClassicImages,03-09,149642588195,119171,105125,14046,79704,440
OF4,256,ClassicImages,04-08,51005869359,107569,95050,12519,149295,1785
OF4,256,ClassicImages,05-01,88221808591,101753,80086,21667,109133,1734
OF4,256,ClassicImages,05-03,73905396941,275066,259174,15892,113794,1458
OF4,256,ClassicImages,05-04,51726589309,126697,111013,15684,128638,823
OF4,256,ClassicImages,05-06,66300273136,56504,37692,18812,108362,272
OF4,256,ClassicImages,05-08,63582655182,177912,155650,22262,131439,1416
OF4,256,ClassicImages,05-09,120164072611,61442,52381,9061,73792,223
OF4,256,ClassicImages,05-10,102903915650,234753,219500,15253,113904,2133
OF4,256,ClassicImages,06-04,77576192687,144639,122719,21920,106079,941
OF4,256,ClassicImages,06-08,68489148366,113833,103779,10054,115650,622
OF4,256,ClassicImages,07-01,108886335467,120582,97100,23482,95206,426
OF4,256,ClassicImages,07-03,93883375480,105813,89885,15928,109739,928
OF4,256,ClassicImages,07-04,69189258307,122967,100688,22279,147137,1703
OF4,256,ClassicImages,07-05,48624772918,105968,91855,14113,129969,950
OF4,256,ClassicImages,07-06,62803792479,44728,29940,14788,114127,374
OF4,256,ClassicImages,07-08,69650423858,293473,279934,13539,119470,1185
OF4,256,ClassicImages,07-09,110368993429,315833,305992,9841,95473,1377
OF4,256,ClassicImages,07-10,88344945425,113360,101096,12264,116996,1532
OF4,256,ClassicImages,09-04,142807851351,153265,142752,10513,71600,318
OF4,256,ClassicImages,09-06,102762580827,106757,92378,14379,127420,290
OF4,256,ClassicImages,09-08,164008873176,57927,38387,19540,65141,111
OF4,256,ClassicImages,10-01,136376087460,65455,50785,14670,94951,619
OF4,256,ClassicImages,10-03,118088997593,65847,54334,11513,100456,686
OF4,256,ClassicImages,10-04,107070059178,75147,53204,21943,95884,764
OF4,256,ClassicImages,10-06,78718431413,48741,36976,11765,113973,325
OF4,256,ClassicImages,10-08,86660105662,303376,290962,12414,136796,2861
OF4,256,ClassicImages,10-09,167365316091,173130,152062,21068,88494,331
OF4,256,GRFmoderate,01-03,76584536927,83436,61837,21599,111780,1147
OF4,256,GRFmoderate,01-04,90637706654,119408,107125,12283,138784,1147
OF4,256,GRFmoderate,01-06,75027191137,114548,102324,12224,118446,1941
OF4,256,GRFmoderate,01-08,127297971323,91779,70890,20889,89795,109
OF4,256,GRFmoderate,01-09,134483417407,87006,75742,11264,98611,786
OF4,256,GRFmoderate,02-01,98732316493,58826,46125,12701,113369,744
OF4,256,GRFmoderate,02-03,147111102339,33101,23391,9710,84749,385
OF4,256,GRFmoderate,02-04,139223303392,62129,49411,12718,81891,396
OF4,256,GRFmoderate,02-05,76819673917,170656,154903,15753,113986,675
OF4,256,GRFmoderate,02-06,95417484839,50624,40158,10466,106222,248
OF4,256,GRFmoderate,02-07,98958498871,107588,93602,13986,121222,1375
OF4,256,GRFmoderate,02-08,86206720561,63353,43543,19810,125921,579
OF4,256,GRFmoderate,02-09,64650042891,76674,58100,18574,127946,736
OF4,256,GRFmoderate,02-10,107258815553,158054,143438,14616,103458,836
OF4,256,GRFmoderate,03-04,130837669168,34540,23613,10927,109300,130
OF4,256,GRFmoderate,03-06,95323942150,27185,18154,9031,98020,205
OF4,256,GRFmoderate,03-08,127558719947,82189,61729,20460,107691,1263
OF4,256,GRFmoderate,03-09,185653431836,21620,13327,8293,73587,153
OF4,256,GRFmoderate,04-08,195249033432,67496,57931,9565,65099,109
OF4,256,GRFmoderate,05-01,87026290718,70666,57548,13118,104876,575
OF4,256,GRFmoderate,05-03,131333645458,37752,23943,13809,78065,139
OF4,256,GRFmoderate,05-04,103855489121,221330,211064,10266,90865,549
OF4,256,GRFmoderate,05-06,74981492301,66079,46238,19841,113122,428
OF4,256,GRFmoderate,05-08,113623927233,46015,37056,8959,98017,363
OF4,256,GRFmoderate,05-09,100803643502,71916,57489,14427,97799,426
OF4,256,GRFmoderate,05-10,98679054992,67908,49081,18827,103342,712
OF4,256,GRFmoderate,06-04,102589753112,55352,41482,13870,87493,302
OF4,256,GRFmoderate,06-08,115367024425,79283,69876,9407,103928,1165
OF4,256,GRFmoderate,07-01,48288050520,67314,54497,12817,137793,901
OF4,256,GRFmoderate,07-03,81704476245,43056,34621,8435,106449,652
OF4,256,GRFmoderate,07-04,81132500720,128480,111927,16553,114927,297
OF4,256,GRFmoderate,07-05,71201133077,200790,176954,23836,142754,5018
OF4,256,GRFmoderate,07-06,70164284726,65710,53907,11803,109570,321
OF4,256,GRFmoderate,07-08,135253801378,132503,112799,19704,82115,938
OF4,256,GRFmoderate,07-09,133612112397,129039,109759,19280,96634,339
OF4,256,GRFmoderate,07-10,84524487765,73747,58485,15262,103280,419
OF4,256,GRFmoderate,09-04,126587771439,93795,69533,24262,92924,405
OF4,256,GRFmoderate,09-06,108945049907,47990,35882,12108,98479,404
OF4,256,GRFmoderate,09-08,121819981362,41837,31749,10088,109821,330
OF4,256,GRFmoderate,10-01,94652104301,50192,37267,12925,100699,412
OF4,256,GRFmoderate,10-03,100853049469,122122,110062,12060,115661,1099
OF4,256,GRFmoderate,10-04,92722136214,59937,48442,11495,95459,393
OF4,256,GRFmoderate,10-06,68750266209,156777,143257,13520,111053,1125
OF4,256,GRFmoderate,10-08,141445280071,79151,66500,12651,80107,120
OF4,256,GRFmoderate,10-09,108889322406,63382,53469,9913,104285,369
OF4,256,GRFrough,01-03,47944204111,200419,189789,10630,114793,340
OF4,256,GRFrough,01-04,40747096098,116127,98626,17501,126760,525
OF4,256,GRFrough,01-06,29703933947,175506,162503,13003,147415,2456
OF4,256,GRFrough,01-08,27623561694,185454,168268,17186,140105,1458
OF4,256,GRFrough,01-09,24549027226,114008,90831,23177,144189,909
OF4,256,GRFrough,02-01,28531656418,94127,79564,14563,132009,1025
OF4,256,GRFrough,02-03,37265636012,103291,88009,15282,144449,853
OF4,256,GRFrough,02-04,47440820419,37236,27841,9395,120948,452
OF4,256,GRFrough,02-05,38666871163,120274,107709,12565,116354,602
OF4,256,GRFrough,02-06,36536218454,91037,78920,12117,136143,1080
OF4,256,GRFrough,02-07,30944420403,115458,95776,19682,138641,516
OF4,256,GRFrough,02-08,32895692293,165082,139502,25580,131266,671
OF4,256,GRFrough,02-09,35874607708,132491,117427,15064,131653,1026
OF4,256,GRFrough,02-10,21905031032,115735,100658,15077,141105,1216
OF4,256,GRFrough,03-04,30737278782,145935,130173,15762,133215,833
OF4,256,GRFrough,03-06,29503852019,66355,46727,19628,122095,310
OF4,256,GRFrough,03-08,39813865197,139762,118953,20809,123828,670
OF4,256,GRFrough,03-09,47179977109,124510,101246,23264,113651,366
OF4,256,GRFrough,04-08,33054392828,74426,62756,11670,124873,1427
OF4,256,GRFrough,05-01,33315839876,80076,68617,11459,133988,559
OF4,256,GRFrough,05-03,52771564798,106540,84512,22028,115305,597
OF4,256,GRFrough,05-04,46460670894,39724,30927,8797,114722,231
OF4,256,GRFrough,05-06,43564948998,85482,76514,8968,122638,951
OF4,256,GRFrough,05-08,33784532240,127043,115655,11388,131417,715
OF4,256,GRFrough,05-09,31987810096,60709,48422,12287,132965,958
OF4,256,GRFrough,05-10,36578096871,83440,68538,14902,116093,720
OF4,256,GRFrough,06-04,25513059904,146949,132977,13972,129654,1619
OF4,256,GRFrough,06-08,26179967821,205417,192447,12970,146958,3096
OF4,256,GRFrough,07-01,25661686710,207967,194532,13435,131673,1584
OF4,256,GRFrough,07-03,33066182446,153557,141595,11962,130554,1224
OF4,256,GRFrough,07-04,24957484535,99443,84439,15004,136720,596
OF4,256,GRFrough,07-05,32357150544,76896,65600,11296,125437,824
OF4,256,GRFrough,07-06,19238289219,172392,153325,19067,146207,2572
OF4,256,GRFrough,07-08,21086640013,200372,186964,13408,142574,1269
OF4,256,GRFrough,07-09,21121905875,146158,136551,9607,137435,618
OF4,256,GRFrough,07-10,22905926360,149328,136947,12381,137441,1621
OF4,256,GRFrough,09-04,27877311227,259078,236925,22153,156486,701
OF4,256,GRFrough,09-06,25383718326,112068,98823,13245,134741,547
OF4,256,GRFrough,09-08,22933671755,205127,185740,19387,137322,698
OF4,256,GRFrough,10-01,24376984172,132722,113496,19226,140425,692
OF4,256,GRFrough,10-03,35395231160,147997,130528,17469,135348,414
OF4,256,GRFrough,10-04,40668242988,42367,33529,8838,121886,318
OF4,256,GRFrough,10-06,28386946401,126637,106305,20332,136577,1619
OF4,256,GRFrough,10-08,25513874307,116220,103090,13130,141295,1658
OF4,256,GRFrough,10-09,30297443783,108775,97033,11742,132896,1944
OF4,256,GRFsmooth,01-03,235519268479,70611,61584,9027,70943,1389
OF4,256,GRFsmooth,01-04,225640047626,122777,114039,8738,64021,244
OF4,256,GRFsmooth,01-06,182827730983,74095,62716,11379,75843,525
OF4,256,GRFsmooth,01-08,105805974647,57280,47988,9292,112534,569
OF4,256,GRFsmooth,01-09,179812096577,50494,41384,9110,59291,75
OF4,256,GRFsmooth,02-01,125805798708,99722,85780,13942,103138,997
OF4,256,GRFsmooth,02-03,344471682020,44608,33873,10735,29687,56
OF4,256,GRFsmooth,02-04,336865854197,45835,35005,10830,44054,53
OF4,256,GRFsmooth,02-05,279347076295,89351,77730,11621,55228,151
OF4,256,GRFsmooth,02-06,279626214568,46436,35188,11248,51638,64
OF4,256,GRFsmooth,02-07,172378166168,41515,30923,10592,90294,352
OF4,256,GRFsmooth,02-08,143934367287,67674,50282,17392,84449,412
OF4,256,GRFsmooth,02-09,293221461179,47651,35848,11803,45534,60
OF4,256,GRFsmooth,02-10,304714387530,47183,35354,11829,62932,63
OF4,256,GRFsmooth,03-04,146326172957,24262,15950,8312,76902,216
OF4,256,GRFsmooth,03-06,119649827796,49920,38418,11502,99307,388
OF4,256,GRFsmooth,03-08,205460482470,59382,41983,17399,55675,72
OF4,256,GRFsmooth,03-09,129768364081,95531,84623,10908,88220,309
OF4,256,GRFsmooth,04-08,215184674624,34239,25026,9213,88609,142
OF4,256,GRFsmooth,05-01,177279694555,137630,126574,11056,76372,695
OF4,256,GRFsmooth,05-03,119150461116,50134,31819,18315,88677,373
OF4,256,GRFsmooth,05-04,137081606401,41713,31556,10157,88866,824
OF4,256,GRFsmooth,05-06,149188077808,57149,30939,26210,88351,724
OF4,256,GRFsmooth,05-08,148384379694,89748,75144,14604,107850,912
OF4,256,GRFsmooth,05-09,82322476096,92288,82858,9430,114805,1310
OF4,256,GRFsmooth,05-10,221588374269,26949,17527,9422,55045,320
OF4,256,GRFsmooth,06-04,97295551794,58055,48361,9694,106754,411
OF4,256,GRFsmooth,06-08,157137164312,50484,40322,10162,104083,355
OF4,256,GRFsmooth,07-01,110084901184,65020,55209,9811,85071,979
OF4,256,GRFsmooth,07-03,195554154025,46081,35830,10251,83853,181
OF4,256,GRFsmooth,07-04,179122366152,51065,40215,10850,70373,104
OF4,256,GRFsmooth,07-05,179289897142,45123,36122,9001,94378,498
OF4,256,GRFsmooth,07-06,132721204553,310523,290572,19951,101671,1656
OF4,256,GRFsmooth,07-08,158190134697,49352,42717,6635,77697,901
OF4,256,GRFsmooth,07-09,167050596973,63443,51816,11627,82858,232
OF4,256,GRFsmooth,07-10,161965319891,46315,34507,11808,97417,122
OF4,256,GRFsmooth,09-04,108350051160,67571,58104,9467,99073,439
OF4,256,GRFsmooth,09-06,105637860618,60665,53095,7570,103382,1073
OF4,256,GRFsmooth,09-08,168200674662,39005,28982,10023,81583,116
OF4,256,GRFsmooth,10-01,201858102795,112619,94071,18548,95484,157
OF4,256,GRFsmooth,10-03,226973877805,14591,8070,6521,51821,54
OF4,256,GRFsmooth,10-04,87748279673,27996,19824,8172,115235,325
OF4,256,GRFsmooth,10-06,137423956709,76700,56008,20692,91332,725
OF4,256,GRFsmooth,10-08,273751775690,17746,9629,8117,56117,133
OF4,256,GRFsmooth,10-09,175442029146,27962,17923,10039,67267,271
OF4,256,LogGRF,01-03,374177070067,131922,112502,19420,71081,654
OF4,256,LogGRF,01-04,247812244253,177444,155375,22069,87006,841
OF4,256,LogGRF,01-06,239968568909,99264,89764,9500,76927,476
OF4,256,LogGRF,01-08,121752597877,269996,255291,14705,122477,1414
OF4,256,LogGRF,01-09,191962390189,46486,37019,9467,72093,521
OF4,256,LogGRF,02-01,177359919443,279290,266799,12491,113643,1896
