Distance function,Image size,Instance class,Instance,Optimal objective function value,Solution time [ms],NWC time [ms],IIO step 2 basis changes,IIO iterations
OF4,32,WhiteNoise,02-09,54972363,115,0,12571,232
OF4,32,WhiteNoise,02-10,54326690,128,0,13723,260
OF4,32,WhiteNoise,03-02,54645875,108,0,13172,222
OF4,32,WhiteNoise,03-04,64939525,125,0,13514,192
OF4,32,WhiteNoise,03-05,55934174,122,0,13774,235
OF4,32,WhiteNoise,03-06,46744963,127,0,13886,284
OF4,32,WhiteNoise,03-08,57962333,111,0,13234,215
OF4,32,WhiteNoise,03-09,57907135,123,0,11810,279
OF4,32,WhiteNoise,03-10,48842239,112,0,13952,231
OF4,32,WhiteNoise,04-05,51564815,120,0,13842,233
OF4,32,WhiteNoise,04-08,63010794,122,0,14264,180
OF4,32,WhiteNoise,04-10,72368141,130,0,12524,205
OF4,32,WhiteNoise,05-08,56350575,119,0,14539,209
OF4,32,WhiteNoise,05-10,57785189,125,0,13382,229
OF4,32,WhiteNoise,06-04,57500530,113,0,10736,213
OF4,32,WhiteNoise,06-05,50682684,132,0,14604,241
OF4,32,WhiteNoise,06-08,51399734,120,0,14866,237
OF4,32,WhiteNoise,06-09,58921608,128,0,13429,272
OF4,32,WhiteNoise,06-10,49560207,118,0,13253,247
OF4,32,WhiteNoise,07-02,52553854,113,0,14201,236
OF4,32,WhiteNoise,07-03,54915996,114,0,14076,225
OF4,32,WhiteNoise,07-04,72849324,114,0,13168,169
OF4,32,WhiteNoise,07-05,53943677,116,0,13051,213
OF4,32,WhiteNoise,07-06,55394834,131,0,15716,259
OF4,32,WhiteNoise,07-08,53947701,139,0,14250,314
OF4,32,WhiteNoise,07-09,64312246,117,0,13710,197
OF4,32,WhiteNoise,07-10,55553690,114,0,14543,218
OF4,32,WhiteNoise,09-04,55270512,120,0,13560,221
OF4,32,WhiteNoise,09-05,51573926,102,0,12236,200
OF4,32,WhiteNoise,09-08,60904523,113,0,13185,198
OF4,32,WhiteNoise,09-10,63410063,114,0,11090,208
OF4,32,WhiteNoise,10-08,58182141,113,0,13518,204
OF4,64,CauchyDensity,01-02,5076064114,1893,1,98259,753
OF4,64,CauchyDensity,01-03,2411576462,2192,1,74511,1354
OF4,64,CauchyDensity,01-04,4036995328,1392,1,76110,510
OF4,64,CauchyDensity,01-05,4033687643,1908,1,68595,1097
OF4,64,CauchyDensity,01-06,5109659699,1646,1,89789,454
OF4,64,CauchyDensity,01-07,3915930156,1914,1,68829,1078
OF4,64,CauchyDensity,01-08,4672664893,3053,1,90679,2100
OF4,64,CauchyDensity,01-09,4429959121,1629,1,68666,831
OF4,64,CauchyDensity,01-10,4176719945,2721,1,86863,1669
OF4,64,CauchyDensity,02-03,4904319399,2090,1,71030,839
OF4,64,CauchyDensity,02-04,4609833050,1206,1,64269,298
OF4,64,CauchyDensity,02-05,3143753211,2105,1,62404,829
OF4,64,CauchyDensity,02-07,4250932424,1631,1,69137,417
OF4,64,CauchyDensity,02-10,4669668180,1613,1,65713,506
OF4,64,CauchyDensity,03-07,1692434519,2117,1,75001,1076
OF4,64,CauchyDensity,03-10,2345149560,1891,1,64857,1030
OF4,64,CauchyDensity,04-03,3396567297,1155,1,48041,362
OF4,64,CauchyDensity,04-07,2663958141,1130,1,53952,296
OF4,64,CauchyDensity,04-10,2841952732,1020,1,52780,160
OF4,64,CauchyDensity,05-03,3295747717,1141,1,61431,227
OF4,64,CauchyDensity,05-04,4252586848,1177,1,51812,360
OF4,64,CauchyDensity,05-07,2939545792,981,1,56474,222
OF4,64,CauchyDensity,05-10,4059543080,981,1,51326,215
OF4,64,CauchyDensity,06-02,3518129933,989,1,56014,282
OF4,64,CauchyDensity,06-03,4974225195,1225,1,44729,184
OF4,64,CauchyDensity,06-04,3026465433,1526,1,55840,399
OF4,64,CauchyDensity,06-05,3410699292,985,1,48860,252
OF4,64,CauchyDensity,06-07,4654247833,1017,1,31732,124
OF4,64,CauchyDensity,06-08,3616777275,653,1,43352,143
OF4,64,CauchyDensity,06-10,5658787424,1017,1,31995,123
OF4,64,CauchyDensity,07-10,1261076515,1279,1,65500,468
OF4,64,CauchyDensity,08-02,3100355886,1008,1,39673,151
OF4,64,CauchyDensity,08-03,4311648463,1539,1,71016,427
OF4,64,CauchyDensity,08-04,4525573098,1377,1,49251,676
OF4,64,CauchyDensity,08-05,2393724907,1105,1,54372,304
OF4,64,CauchyDensity,08-07,3991327258,1228,1,58013,230
OF4,64,CauchyDensity,08-10,4374379605,1195,1,63448,190
OF4,64,CauchyDensity,09-02,5286691622,662,1,35394,133
OF4,64,CauchyDensity,09-03,3754174788,1188,1,53629,478
OF4,64,CauchyDensity,09-04,3990634658,1126,1,64522,223
OF4,64,CauchyDensity,09-05,4516408977,964,1,48717,221
OF4,64,CauchyDensity,09-06,6615333641,802,1,38660,137
OF4,64,CauchyDensity,09-07,2891570083,846,1,53912,205
OF4,64,CauchyDensity,09-08,5327035994,768,1,34415,132
OF4,64,CauchyDensity,09-10,2959573574,641,1,44261,142
OF4,64,ClassicImages,01-02,1402641808,1920,1,79481,787
OF4,64,ClassicImages,01-03,1496164632,1613,1,74855,720
OF4,64,ClassicImages,01-04,1178959927,1596,1,75698,660
OF4,64,ClassicImages,01-05,1378190282,1238,1,67543,401
OF4,64,ClassicImages,01-06,2050316813,1106,1,62578,310
OF4,64,ClassicImages,01-07,1700962608,1442,1,71956,490
OF4,64,ClassicImages,01-08,1380809008,1513,1,70269,628
OF4,64,ClassicImages,01-09,2591564616,1584,1,61614,450
OF4,64,ClassicImages,01-10,2129876213,1632,1,63908,642
OF4,64,ClassicImages,02-03,1168721437,2349,1,75587,1027
OF4,64,ClassicImages,02-04,632817512,1810,1,77191,751
OF4,64,ClassicImages,02-05,653237143,1441,1,74042,501
OF4,64,ClassicImages,02-07,728869466,1670,1,70950,863
OF4,64,ClassicImages,02-10,1265395705,1667,1,70600,553
OF4,64,ClassicImages,03-07,1466221245,1493,1,67105,546
OF4,64,ClassicImages,03-10,1844172503,1461,1,66247,449
OF4,64,ClassicImages,04-03,954721481,1737,1,70209,667
OF4,64,ClassicImages,04-07,1080334135,2004,1,75613,902
OF4,64,ClassicImages,04-10,1672163746,1313,1,61647,443
OF4,64,ClassicImages,05-03,1154370969,1208,1,63380,328
OF4,64,ClassicImages,05-04,807943202,2117,1,72539,878
OF4,64,ClassicImages,05-07,758883444,1701,1,78449,706
OF4,64,ClassicImages,05-10,1607147779,1623,1,65700,498
OF4,64,ClassicImages,06-02,774383219,1496,1,74490,525
OF4,64,ClassicImages,06-03,1254297548,1231,1,63908,456
OF4,64,ClassicImages,06-04,1211877060,1196,1,68839,308
OF4,64,ClassicImages,06-05,1035568637,1697,1,74367,790
OF4,64,ClassicImages,06-07,981107359,1262,1,70856,504
OF4,64,ClassicImages,06-08,1069799553,1578,1,67512,483
OF4,64,ClassicImages,06-10,1229164001,1579,1,69296,626
OF4,64,ClassicImages,07-10,1379641554,1494,1,65488,439
OF4,64,ClassicImages,08-02,836062287,1935,1,74533,627
OF4,64,ClassicImages,08-03,1169865343,1562,1,64933,451
OF4,64,ClassicImages,08-04,796288684,2009,1,78725,902
OF4,64,ClassicImages,08-05,992287931,2301,1,76163,826
OF4,64,ClassicImages,08-07,1087638737,1851,1,71103,494
OF4,64,ClassicImages,08-10,1353187399,1782,2,69195,715
OF4,64,ClassicImages,09-02,1930149399,1301,1,61381,207
OF4,64,ClassicImages,09-03,2337309207,1423,1,59363,507
OF4,64,ClassicImages,09-04,2230750153,1198,1,53990,275
OF4,64,ClassicImages,09-05,1876874387,1005,1,52559,186
OF4,64,ClassicImages,09-06,1605095518,1476,1,70561,303
OF4,64,ClassicImages,09-07,1724077375,1396,1,62171,369
OF4,64,ClassicImages,09-08,2562190115,1091,1,53928,190
OF4,64,ClassicImages,09-10,2614335580,1316,1,62157,307
OF4,64,GRFmoderate,01-02,1507986266,1317,1,61414,488
OF4,64,GRFmoderate,01-03,1078973876,1616,1,76623,497
OF4,64,GRFmoderate,01-04,1268747201,1201,1,65875,450
OF4,64,GRFmoderate,01-05,1559316877,1351,1,63169,237
OF4,64,GRFmoderate,01-06,2136973292,1068,1,47617,227
OF4,64,GRFmoderate,01-07,1452423125,1780,1,65080,713
OF4,64,GRFmoderate,01-08,1758601354,1480,1,64051,356
OF4,64,GRFmoderate,01-09,1424458507,1233,1,65253,362
OF4,64,GRFmoderate,01-10,1621826118,1365,1,67797,516
OF4,64,GRFmoderate,02-03,1414563783,1566,1,64147,518
OF4,64,GRFmoderate,02-04,2203122458,915,1,54422,230
OF4,64,GRFmoderate,02-05,1844091193,1422,1,65630,416
OF4,64,GRFmoderate,02-07,1694367797,1276,1,66041,371
OF4,64,GRFmoderate,02-10,2669429490,904,1,51040,254
OF4,64,GRFmoderate,03-07,1299362195,1459,1,67047,527
OF4,64,GRFmoderate,03-10,2128579957,919,1,52790,280
OF4,64,GRFmoderate,04-03,1750776193,999,1,61792,242
OF4,64,GRFmoderate,04-07,1466402664,1196,1,64024,210
OF4,64,GRFmoderate,04-10,1084949030,1794,1,72554,553
OF4,64,GRFmoderate,05-03,1162811491,2098,1,76143,795
OF4,64,GRFmoderate,05-04,1909829884,1627,1,64703,525
OF4,64,GRFmoderate,05-07,1036762954,2237,1,71290,975
OF4,64,GRFmoderate,05-10,1779056604,1654,1,71321,584
OF4,64,GRFmoderate,06-02,2160960689,1315,1,61084,333
OF4,64,GRFmoderate,06-03,1520615602,1641,1,65928,277
OF4,64,GRFmoderate,06-04,2309624437,1182,1,61968,202
OF4,64,GRFmoderate,06-05,803003806,1368,1,70625,477
OF4,64,GRFmoderate,06-07,1375340908,1872,1,70752,532
OF4,64,GRFmoderate,06-08,1355877066,1117,1,65259,341
OF4,64,GRFmoderate,06-10,1830170965,2120,1,80353,531
OF4,64,GRFmoderate,07-10,1339269661,1857,1,76309,758
OF4,64,GRFmoderate,08-02,1736991774,1537,1,64898,398
OF4,64,GRFmoderate,08-03,1141731329,1723,1,72211,558
OF4,64,GRFmoderate,08-04,1999657124,1621,1,73951,617
OF4,64,GRFmoderate,08-05,1174611435,1563,1,67073,397
OF4,64,GRFmoderate,08-07,1232702656,1290,1,66317,431
OF4,64,GRFmoderate,08-10,2366773088,937,1,57128,221
OF4,64,GRFmoderate,09-02,1998243109,1176,1,64382,437
OF4,64,GRFmoderate,09-03,1501927864,1650,1,71910,698
OF4,64,GRFmoderate,09-04,1148494715,1318,1,70397,354
OF4,64,GRFmoderate,09-05,1163523838,1966,1,71409,1192
OF4,64,GRFmoderate,09-06,1342038482,2755,1,78205,1574
OF4,64,GRFmoderate,09-07,817565486,1155,1,70165,374
OF4,64,GRFmoderate,09-08,1692729654,904,1,59018,214
OF4,64,GRFmoderate,09-10,943032317,1418,1,77107,494
OF4,64,GRFrough,01-02,382500238,2221,1,94481,1008
OF4,64,GRFrough,01-03,552821680,1831,1,80158,742
OF4,64,GRFrough,01-04,630631826,1716,1,77217,598
OF4,64,GRFrough,01-05,386310551,1195,1,74020,368
OF4,64,GRFrough,01-06,415711933,1912,1,81509,840
OF4,64,GRFrough,01-07,586972888,1146,1,70526,301
OF4,64,GRFrough,01-08,379005060,1625,1,78852,702
OF4,64,GRFrough,01-09,407681987,1631,1,72428,664
OF4,64,GRFrough,01-10,447825173,1848,1,81159,830
OF4,64,GRFrough,02-03,460453555,1601,1,78408,528
OF4,64,GRFrough,02-04,568647914,1873,1,73701,875
OF4,64,GRFrough,02-05,472320858,1341,1,77715,398
OF4,64,GRFrough,02-07,432066409,1489,1,81164,428
OF4,64,GRFrough,02-10,595452814,1681,1,82248,621
OF4,64,GRFrough,03-07,390722700,1638,1,84305,659
OF4,64,GRFrough,03-10,614985066,1845,1,73616,626
OF4,64,GRFrough,04-03,505754316,1525,1,78908,588
OF4,64,GRFrough,04-07,467990223,1480,1,80354,448
OF4,64,GRFrough,04-10,636534420,1311,1,70575,337
OF4,64,GRFrough,05-03,579855768,2626,1,82240,868
OF4,64,GRFrough,05-04,619099809,1852,1,66506,547
OF4,64,GRFrough,05-07,631667883,1208,1,72056,258
OF4,64,GRFrough,05-10,389335710,1270,1,72693,500
OF4,64,GRFrough,06-02,502840992,1300,1,74999,473
OF4,64,GRFrough,06-03,597529933,1809,1,80236,422
OF4,64,GRFrough,06-04,628672872,1781,1,75338,392
OF4,64,GRFrough,06-05,322073244,1979,1,75653,710
OF4,64,GRFrough,06-07,746418509,1702,1,71512,423
OF4,64,GRFrough,06-08,500307676,1205,1,66452,363
OF4,64,GRFrough,06-10,345804971,1766,1,78302,548
OF4,64,GRFrough,07-10,653043007,1649,1,66817,628
OF4,64,GRFrough,08-02,553777142,1348,1,72565,434
OF4,64,GRFrough,08-03,638812857,2025,1,77558,746
OF4,64,GRFrough,08-04,625033311,1454,1,69745,530
OF4,64,GRFrough,08-05,435200786,1835,1,78931,610
OF4,64,GRFrough,08-07,588796264,1359,1,74857,412
OF4,64,GRFrough,08-10,447001705,1625,1,77253,565
OF4,64,GRFrough,09-02,449951104,1630,1,81713,577
OF4,64,GRFrough,09-03,625732739,1968,1,79635,522
OF4,64,GRFrough,09-04,638011787,1297,1,71247,332
OF4,64,GRFrough,09-05,263657888,1163,1,80760,358
OF4,64,GRFrough,09-06,321374890,1631,1,80201,692
OF4,64,GRFrough,09-07,671949804,1363,1,74714,370
OF4,64,GRFrough,09-08,455922680,1619,1,77609,742
OF4,64,GRFrough,09-10,395119750,1493,1,82311,595
OF4,64,GRFsmooth,01-02,3985928343,1237,1,75928,345
OF4,64,GRFsmooth,01-03,1590774080,1755,1,66197,807
OF4,64,GRFsmooth,01-04,4040553340,1054,1,54925,213
OF4,64,GRFsmooth,01-05,3977575437,1214,1,49728,460
OF4,64,GRFsmooth,01-06,1681325087,1260,1,69337,496
OF4,64,GRFsmooth,01-07,2192614025,1314,1,67858,377
OF4,64,GRFsmooth,01-08,2493646426,1831,1,60258,980
OF4,64,GRFsmooth,01-09,1791401129,1551,1,66575,542
OF4,64,GRFsmooth,01-10,3526564056,788,1,48988,211
OF4,64,GRFsmooth,02-03,3206905866,1923,1,76998,684
OF4,64,GRFsmooth,02-04,2406279602,1226,1,57773,386
OF4,64,GRFsmooth,02-05,3317573241,1221,1,55512,317
OF4,64,GRFsmooth,02-07,4998618370,1400,1,51766,224
OF4,64,GRFsmooth,02-10,3408102301,1114,1,49739,175
OF4,64,GRFsmooth,03-07,2786667461,1110,1,52017,242
OF4,64,GRFsmooth,03-10,2668090958,1328,1,64467,471
OF4,64,GRFsmooth,04-03,3367602253,1100,1,56884,238
OF4,64,GRFsmooth,04-07,5095191132,993,1,41529,163
OF4,64,GRFsmooth,04-10,3514980496,1459,1,55898,438
OF4,64,GRFsmooth,05-03,3652875983,1388,1,54341,529
OF4,64,GRFsmooth,05-04,2715552062,1196,1,50585,219
OF4,64,GRFsmooth,05-07,2949880511,1411,1,63586,429
OF4,64,GRFsmooth,05-10,2172178393,1377,1,60629,425
OF4,64,GRFsmooth,06-02,3502184494,1255,1,62870,219
OF4,64,GRFsmooth,06-03,1953521521,1128,1,60618,334
OF4,64,GRFsmooth,06-04,3579113357,1267,1,60630,220
OF4,64,GRFsmooth,06-05,3146345385,1453,1,58346,504
OF4,64,GRFsmooth,06-07,1882264922,1364,1,65088,389
OF4,64,GRFsmooth,06-08,1863073647,2150,1,65525,1136
OF4,64,GRFsmooth,06-10,2546835602,958,1,50907,284
OF4,64,GRFsmooth,07-10,2021249316,1431,1,69794,455
OF4,64,GRFsmooth,08-02,3590955417,1150,1,54155,201
OF4,64,GRFsmooth,08-03,1454494780,1227,1,69019,437
OF4,64,GRFsmooth,08-04,3783095006,1241,1,55901,326
OF4,64,GRFsmooth,08-05,3839108228,1226,1,47058,449
OF4,64,GRFsmooth,08-07,2765283184,1974,1,59011,578
OF4,64,GRFsmooth,08-10,2041857998,1453,1,65688,468
OF4,64,GRFsmooth,09-02,3433274724,1270,1,62760,467
OF4,64,GRFsmooth,09-03,1094270959,1206,1,69706,396
OF4,64,GRFsmooth,09-04,3584935484,1517,1,57562,570
OF4,64,GRFsmooth,09-05,4056096831,1179,1,52250,452
OF4,64,GRFsmooth,09-06,1810738411,992,1,57405,222
OF4,64,GRFsmooth,09-07,3109613521,1289,1,60592,345
OF4,64,GRFsmooth,09-08,1748171246,1232,1,66213,361
OF4,64,GRFsmooth,09-10,3028570471,1172,1,59241,478
OF4,64,LogGRF,01-02,4307523537,1134,1,52048,263
OF4,64,LogGRF,01-03,4534117948,861,1,46910,284
OF4,64,LogGRF,01-04,5727589096,1189,1,60593,331
OF4,64,LogGRF,01-05,4848571816,1059,1,47442,433
OF4,64,LogGRF,01-06,4854172837,796,1,43806,218
OF4,64,LogGRF,01-07,2831950621,1168,1,59556,314
OF4,64,LogGRF,01-08,3023363939,1476,1,64600,569
OF4,64,LogGRF,01-09,4448966107,1882,1,67282,827
OF4,64,LogGRF,01-10,4218707725,1152,1,56558,410
OF4,64,LogGRF,02-03,4845768064,1085,1,48593,310
OF4,64,LogGRF,02-04,7087108499,1788,2,66326,337
OF4,64,LogGRF,02-05,5828071710,1686,1,69857,297
OF4,64,LogGRF,02-07,3625088371,1450,1,59987,443
OF4,64,LogGRF,02-10,5533566558,1047,1,49341,233
OF4,64,LogGRF,03-07,2437527580,1129,1,64162,300
OF4,64,LogGRF,03-10,2329384361,1449,1,59750,535
OF4,64,LogGRF,04-03,4357249903,1257,1,54448,248
OF4,64,LogGRF,04-07,4853745863,1438,1,58576,348
OF4,64,LogGRF,04-10,5143269892,1232,1,52560,339
OF4,64,LogGRF,05-03,2872198987,1621,1,63984,526
OF4,64,LogGRF,05-04,2946262115,1684,1,62784,684
OF4,64,LogGRF,05-07,3435706499,1631,1,67537,625
OF4,64,LogGRF,05-10,3277758926,1375,1,54469,377
OF4,64,LogGRF,06-02,5295897191,992,1,58881,254
OF4,64,LogGRF,06-03,1757933971,1261,1,62975,405
OF4,64,LogGRF,06-04,3262687970,1957,1,60041,696
OF4,64,LogGRF,06-05,2096040176,1526,1,68872,520
OF4,64,LogGRF,06-07,2792735334,1001,1,53002,354
OF4,64,LogGRF,06-08,2564906123,1823,1,75943,926
OF4,64,LogGRF,06-10,2470359663,1881,1,65669,885
OF4,64,LogGRF,07-10,3241868467,1155,1,58980,273
OF4,64,LogGRF,08-02,5922545778,992,1,45485,214
OF4,64,LogGRF,08-03,3270023031,1679,1,67021,394
OF4,64,LogGRF,08-04,3702611666,1172,1,56465,336
OF4,64,LogGRF,08-05,2897197693,1228,1,52165,590
OF4,64,LogGRF,08-07,3226089064,1879,1,59089,653
OF4,64,LogGRF,08-10,3511864596,1226,1,52737,213
OF4,64,LogGRF,09-02,3541242887,1278,1,65181,441
OF4,64,LogGRF,09-03,3057742990,1391,1,58147,598
OF4,64,LogGRF,09-04,5283345027,952,1,45424,185
OF4,64,LogGRF,09-05,4278280328,1121,1,53905,249
OF4,64,LogGRF,09-06,3099864747,1979,1,69785,821
OF4,64,LogGRF,09-07,2898148260,1698,1,74482,658
OF4,64,LogGRF,09-08,4617403852,1113,1,53225,272
OF4,64,LogGRF,09-10,4573992864,1310,1,55879,458
OF4,64,LogitGRF,01-02,1518347984,1394,1,73295,523
OF4,64,LogitGRF,01-03,2657765139,2304,1,72218,1134
OF4,64,LogitGRF,01-04,3140252343,1111,1,56184,224
OF4,64,LogitGRF,01-05,1468536619,1593,1,70441,731
OF4,64,LogitGRF,01-06,1596973601,1427,1,74748,496
OF4,64,LogitGRF,01-07,3699254066,1460,1,59613,447
OF4,64,LogitGRF,01-08,1980420468,1272,1,69938,434
OF4,64,LogitGRF,01-09,2021390572,2114,1,72154,990
OF4,64,LogitGRF,01-10,2593031836,1866,1,65136,637
OF4,64,LogitGRF,02-03,2717164281,1956,1,66610,630
OF4,64,LogitGRF,02-04,2844251840,1628,1,58621,401
OF4,64,LogitGRF,02-05,1925002278,1671,1,68072,531
OF4,64,LogitGRF,02-07,3453739046,2271,1,58885,640
OF4,64,LogitGRF,02-10,2563169931,1839,1,59496,525
OF4,64,LogitGRF,03-07,1782699114,1790,1,73115,674
OF4,64,LogitGRF,03-10,1132528112,1623,1,77992,605
OF4,64,LogitGRF,04-03,1986148775,2994,1,82174,1616
OF4,64,LogitGRF,04-07,1955616468,1106,1,62915,297
OF4,64,LogitGRF,04-10,1270187612,1910,1,73170,667
OF4,64,LogitGRF,05-03,2465195903,2093,1,72273,1046
OF4,64,LogitGRF,05-04,2437789811,1913,1,67904,514
OF4,64,LogitGRF,05-07,3001850528,1403,1,69886,305
OF4,64,LogitGRF,05-10,2075524230,1495,1,69181,412
OF4,64,LogitGRF,06-02,1733047197,1392,1,66648,760
OF4,64,LogitGRF,06-03,2706484876,2084,1,79452,937
OF4,64,LogitGRF,06-04,3010793702,1769,1,59845,725
OF4,64,LogitGRF,06-05,1687021517,1349,1,67160,514
OF4,64,LogitGRF,06-07,3473686899,1787,1,70536,646
OF4,64,LogitGRF,06-08,1965280525,1540,1,67379,661
OF4,64,LogitGRF,06-10,2404635024,1709,1,71716,610
OF4,64,LogitGRF,07-10,1621237701,1472,1,72729,503
OF4,64,LogitGRF,08-02,2177928226,1216,1,66148,420
OF4,64,LogitGRF,08-03,3113805704,1040,1,59394,307
OF4,64,LogitGRF,08-04,2114415784,1592,1,64686,444
OF4,64,LogitGRF,08-05,1663214512,1370,1,72043,489
OF4,64,LogitGRF,08-07,3406596892,1212,1,60533,320
OF4,64,LogitGRF,08-10,2353891876,1774,1,68086,729
OF4,64,LogitGRF,09-02,2159049040,1639,1,67134,682
OF4,64,LogitGRF,09-03,1521175906,1301,1,68506,503
OF4,64,LogitGRF,09-04,1597297023,1470,1,75728,513
OF4,64,LogitGRF,09-05,1676188725,1537,1,78365,594
OF4,64,LogitGRF,09-06,2206257489,1729,1,75424,664
OF4,64,LogitGRF,09-07,2096903370,1704,1,71508,634
OF4,64,LogitGRF,09-08,2100432880,981,1,58397,292
OF4,64,LogitGRF,09-10,1171909811,1319,1,73821,462
OF4,64,MicroscopyImages,01-02,1733645127,275,0,18961,360
OF4,64,MicroscopyImages,01-03,2757171967,109,0,10250,148
OF4,64,MicroscopyImages,01-04,2757431011,196,0,16508,211
OF4,64,MicroscopyImages,01-05,5703247133,85,0,6101,110
OF4,64,MicroscopyImages,01-06,4948822092,259,0,14162,252
OF4,64,MicroscopyImages,01-07,2595871882,240,0,15820,421
OF4,64,MicroscopyImages,01-08,2988776246,341,0,23614,459
OF4,64,MicroscopyImages,01-09,7506608616,119,0,6314,184
OF4,64,MicroscopyImages,01-10,6049385483,230,0,15710,187
OF4,64,MicroscopyImages,02-03,1917785595,297,0,20859,395
OF4,64,MicroscopyImages,02-04,2486516961,510,1,29364,407
OF4,64,MicroscopyImages,02-05,4477437193,260,0,16594,188
OF4,64,MicroscopyImages,02-07,2087193819,530,0,27740,453
OF4,64,MicroscopyImages,02-10,4821780719,783,1,34605,477
OF4,64,MicroscopyImages,03-07,1868829172,251,0,18946,464
OF4,64,MicroscopyImages,03-10,3668944174,393,0,26253,445
OF4,64,MicroscopyImages,04-03,1911679888,164,0,16324,202
OF4,64,MicroscopyImages,04-07,2853647749,265,0,20452,184
OF4,64,MicroscopyImages,04-10,3542022176,548,1,26548,321
OF4,64,MicroscopyImages,05-03,3191637276,181,0,11048,340
OF4,64,MicroscopyImages,05-04,3228858910,191,0,15176,159
OF4,64,MicroscopyImages,05-07,4107903056,173,0,14105,158
OF4,64,MicroscopyImages,05-10,2203521999,330,0,24646,361
OF4,64,MicroscopyImages,06-02,4394463422,388,0,26838,271
OF4,64,MicroscopyImages,06-03,3799080165,157,0,13739,161
OF4,64,MicroscopyImages,06-04,2808335812,351,0,22840,254
OF4,64,MicroscopyImages,06-05,2221785135,196,0,16567,266
OF4,64,MicroscopyImages,06-07,4364623140,404,0,24724,361
OF4,64,MicroscopyImages,06-08,4866224296,345,0,25477,219
OF4,64,MicroscopyImages,06-10,2102746436,615,1,30346,601
OF4,64,MicroscopyImages,07-10,4465894893,570,1,28684,338
OF4,64,MicroscopyImages,08-02,2303466271,423,1,32318,244
OF4,64,MicroscopyImages,08-03,1956650836,247,0,23276,302
OF4,64,MicroscopyImages,08-04,3509714278,332,1,23095,250
OF4,64,MicroscopyImages,08-05,3753269225,265,0,22733,243
OF4,64,MicroscopyImages,08-07,1260501673,581,1,30270,342
OF4,64,MicroscopyImages,08-10,4394372431,572,1,34752,291
OF4,64,MicroscopyImages,09-02,6250857641,361,0,16983,316
OF4,64,MicroscopyImages,09-03,5003688310,147,0,9731,202
OF4,64,MicroscopyImages,09-04,4958714226,352,0,13483,219
OF4,64,MicroscopyImages,09-05,3199153190,166,0,12441,274
OF4,64,MicroscopyImages,09-06,3445981708,385,0,17160,475
OF4,64,MicroscopyImages,09-07,5763254134,289,0,15240,296
OF4,64,MicroscopyImages,09-08,5011677149,433,0,27629,297
OF4,64,MicroscopyImages,09-10,1672023866,512,0,25617,499
OF4,64,Shapes,01-02,3278080000,487,1,34807,179
OF4,64,Shapes,01-03,654400000,291,1,30343,193
OF4,64,Shapes,01-04,2054445587,786,1,47977,313
OF4,64,Shapes,01-05,1875530339,444,1,46525,147
OF4,64,Shapes,01-06,4371200000,395,1,36817,128
OF4,64,Shapes,01-07,3270559902,522,1,35900,216
OF4,64,Shapes,01-08,2278157737,397,1,41979,193
OF4,64,Shapes,01-09,1493600000,713,1,59615,349
OF4,64,Shapes,01-10,966932009,706,1,52056,354
OF4,64,Shapes,02-03,3292160000,322,0,20899,193
OF4,64,Shapes,02-04,1224658413,304,0,23833,132
OF4,64,Shapes,02-05,4195408844,264,0,15951,144
OF4,64,Shapes,02-07,3254290741,252,1,17435,164
OF4,64,Shapes,02-10,3656388946,337,0,23155,170
OF4,64,Shapes,03-07,3309460750,386,1,26674,248
OF4,64,Shapes,03-10,1164576747,330,1,30379,176
OF4,64,Shapes,04-03,2179676369,459,1,30053,335
OF4,64,Shapes,04-07,3156823219,293,1,23440,126
OF4,64,Shapes,04-10,2436135155,635,1,56777,505
OF4,64,Shapes,05-03,1947073068,358,1,35906,243
OF4,64,Shapes,05-04,2971774431,323,1,23506,162
OF4,64,Shapes,05-07,3535802246,572,1,32087,432
OF4,64,Shapes,05-10,1911451410,572,1,35855,375
OF4,64,Shapes,06-02,4549120000,229,0,15292,202
OF4,64,Shapes,06-03,4388000000,314,0,28054,128
OF4,64,Shapes,06-04,4389957854,222,1,16186,118
OF4,64,Shapes,06-05,4404159756,387,1,39560,287
OF4,64,Shapes,06-07,7540997157,257,1,22529,228
OF4,64,Shapes,06-08,4491116348,187,0,16725,175
OF4,64,Shapes,06-10,4386621352,614,1,37181,458
OF4,64,Shapes,07-10,3458630719,426,1,31604,290
OF4,64,Shapes,08-02,1618063033,197,0,17134,196
OF4,64,Shapes,08-03,2353218309,281,0,23557,245
OF4,64,Shapes,08-04,1002862764,360,0,25972,369
OF4,64,Shapes,08-05,2715276818,232,0,18824,201
OF4,64,Shapes,08-07,3210469162,243,0,20043,170
OF4,64,Shapes,08-10,2742487890,428,0,26729,404
OF4,64,Shapes,09-02,3401248000,1126,0,37037,1403
OF4,64,Shapes,09-03,1666400000,313,0,29852,183
OF4,64,Shapes,09-04,2785617477,637,0,30661,586
OF4,64,Shapes,09-05,2454622735,739,0,51437,738
OF4,64,Shapes,09-06,4410200000,514,0,44716,404
OF4,64,Shapes,09-07,3560132975,517,0,32482,399
OF4,64,Shapes,09-08,2871274611,400,0,26036,501
